1,0,false
1,1,false
1,2,false
1,3,true
1,4,false
1,5,true
1,6,false
1,7,false
1,8,false
1,9,false
1,10,true
1,11,true
1,12,false
1,13,false
1,14,false
1,15,true
1,16,true
1,17,true
1,18,true
1,19,false
1,20,false
1,21,false
1,22,false
1,23,false
1,24,true
1,25,false
1,26,false
1,27,false
1,28,false
1,29,false
1,30,false
1,31,true
1,32,false
1,33,true
1,34,false
1,35,true
1,36,false
1,37,false
1,38,true
1,39,false
1,40,false
1,41,false
1,42,true
1,43,true
1,44,false
1,45,false
1,46,false
1,47,true
1,48,true
1,49,true
1,50,true
1,51,false
1,52,false
1,53,false
1,54,false
1,55,true
1,56,true
1,57,false
1,58,false
1,59,false
1,60,false
1,61,true
1,62,false
1,63,false
1,64,true
1,65,false
1,66,false
1,67,false
1,68,true
1,69,false
1,70,true
1,71,false
1,72,false
1,73,false
1,74,false
1,75,true
1,76,false
1,77,false
1,78,true
1,79,false
1,80,false
1,81,false
1,82,false
1,83,true
1,84,false
1,85,false
1,86,true
1,87,true
1,88,false
1,89,true
1,90,false
1,91,true
1,92,false
1,93,false
1,94,false
1,95,true
1,96,true
1,97,false
1,98,true
1,99,true
2,0,false
2,1,true
2,2,true
2,3,false
2,4,true
2,5,false
2,6,true
2,7,true
2,8,false
2,9,false
2,10,true
2,11,false
2,12,true
2,13,true
2,14,true
2,15,false
2,16,true
2,17,false
2,18,true
2,19,false
2,20,false
2,21,true
2,22,true
2,23,true
2,24,true
2,25,true
2,26,true
2,27,true
2,28,true
2,29,true
2,30,false
2,31,false
2,32,false
2,33,false
2,34,false
2,35,false
2,36,true
2,37,false
2,38,false
2,39,true
2,40,true
2,41,true
2,42,false
2,43,false
2,44,false
2,45,false
2,46,true
2,47,false
2,48,true
2,49,false
2,50,false
2,51,true
2,52,false
2,53,false
2,54,false
2,55,false
2,56,true
2,57,true
2,58,true
2,59,false
2,60,false
2,61,false
2,62,false
2,63,false
2,64,false
2,65,true
2,66,false
2,67,false
2,68,true
2,69,true
2,70,true
2,71,false
2,72,true
2,73,true
2,74,true
2,75,false
2,76,false
2,77,false
2,78,true
2,79,true
2,80,true
2,81,false
2,82,false
2,83,false
2,84,false
2,85,false
2,86,true
2,87,true
2,88,true
2,89,true
2,90,false
2,91,true
2,92,false
2,93,false
2,94,true
2,95,false
2,96,false
2,97,false
2,98,true
2,99,false
3,0,true
3,1,false
3,2,false
3,3,false
3,4,false
3,5,true
3,6,false
3,7,true
3,8,true
3,9,true
3,10,true
3,11,true
3,12,true
3,13,true
3,14,true
3,15,false
3,16,false
3,17,true
3,18,false
3,19,false
3,20,false
3,21,true
3,22,true
3,23,false
3,24,true
3,25,false
3,26,true
3,27,false
3,28,false
3,29,false
3,30,true
3,31,true
3,32,true
3,33,true
3,34,true
3,35,false
3,36,false
3,37,false
3,38,true
3,39,true
3,40,false
3,41,true
3,42,false
3,43,true
3,44,false
3,45,false
3,46,false
3,47,false
3,48,false
3,49,false
3,50,false
3,51,false
3,52,true
3,53,false
3,54,true
3,55,false
3,56,false
3,57,true
3,58,true
3,59,false
3,60,false
3,61,true
3,62,false
3,63,false
3,64,false
3,65,false
3,66,false
3,67,true
3,68,false
3,69,false
3,70,false
3,71,false
3,72,false
3,73,false
3,74,false
3,75,false
3,76,false
3,77,false
3,78,false
3,79,false
3,80,true
3,81,false
3,82,true
3,83,false
3,84,true
3,85,true
3,86,false
3,87,false
3,88,false
3,89,false
3,90,false
3,91,true
3,92,true
3,93,true
3,94,false
3,95,false
3,96,false
3,97,false
3,98,true
3,99,true
4,0,false
4,1,false
4,2,false
4,3,true
4,4,true
4,5,false
4,6,true
4,7,false
4,8,false
4,9,false
4,10,false
4,11,false
4,12,false
4,13,false
4,14,false
4,15,true
4,16,false
4,17,true
4,18,false
4,19,false
4,20,false
4,21,false
4,22,false
4,23,false
4,24,true
4,25,false
4,26,false
4,27,false
4,28,false
4,29,false
4,30,false
4,31,false
4,32,false
4,33,false
4,34,false
4,35,false
4,36,false
4,37,false
4,38,false
4,39,true
4,40,false
4,41,false
4,42,false
4,43,true
4,44,false
4,45,false
4,46,false
4,47,true
4,48,true
4,49,true
4,50,true
4,51,true
4,52,false
4,53,true
4,54,false
4,55,false
4,56,false
4,57,true
4,58,true
4,59,false
4,60,false
4,61,true
4,62,false
4,63,true
4,64,false
4,65,false
4,66,false
4,67,false
4,68,true
4,69,false
4,70,false
4,71,false
4,72,true
4,73,true
4,74,false
4,75,false
4,76,true
4,77,false
4,78,false
4,79,false
4,80,false
4,81,false
4,82,false
4,83,false
4,84,false
4,85,false
4,86,false
4,87,true
4,88,false
4,89,false
4,90,false
4,91,true
4,92,false
4,93,true
4,94,false
4,95,false
4,96,false
4,97,false
4,98,false
4,99,false
5,0,false
5,1,true
5,2,false
5,3,false
5,4,true
5,5,true
5,6,false
5,7,false
5,8,true
5,9,false
5,10,false
5,11,true
5,12,false
5,13,false
5,14,false
5,15,true
5,16,true
5,17,false
5,18,true
5,19,true
5,20,false
5,21,true
5,22,true
5,23,true
5,24,false
5,25,false
5,26,false
5,27,true
5,28,true
5,29,false
5,30,false
5,31,true
5,32,true
5,33,false
5,34,false
5,35,true
5,36,false
5,37,false
5,38,false
5,39,false
5,40,false
5,41,false
5,42,true
5,43,false
5,44,true
5,45,false
5,46,false
5,47,true
5,48,true
5,49,true
5,50,false
5,51,true
5,52,false
5,53,true
5,54,false
5,55,true
